system,index,class,denominator,support_size,kernel_dim,onehop_classes,silent_classes,max_class_size,all_real,descent
"(5,10)",274,DESIGN-INT,21,7,0,0,0,0,1,NEW
"(5,10)",275,DESIGN-INT,14,7,0,0,0,0,1,NEW
"(5,10)",276,DESIGN-INT,42,8,0,0,0,0,1,NEW
"(5,10)",277,DESIGN-INT,7,6,0,0,0,0,1,NEW
"(5,10)",278,DESIGN-INT,14,7,0,0,0,0,1,NEW
"(5,10)",279,DESIGN-INT,21,7,0,0,0,0,1,NEW
"(5,10)",280,DESIGN-INT,28,9,0,0,0,0,1,NEW
"(5,10)",281,DESIGN-INT,38,8,0,0,0,0,1,NEW
"(5,10)",282,DESIGN-INT,24,7,0,0,0,0,1,NEW
"(5,10)",283,DESIGN-INT,17,7,0,0,0,0,1,NEW
"(5,10)",284,DESIGN-INT,51,8,0,0,0,0,1,NEW
"(5,10)",285,DESIGN-INT,10,6,0,0,0,0,1,NEW
"(5,10)",286,DESIGN-INT,3,3,0,0,0,0,1,NEW
"(5,10)",287,DESIGN-INT,6,5,0,0,0,0,1,NEW
"(5,10)",288,DESIGN-INT,9,6,0,0,0,0,1,NEW
"(5,10)",289,DESIGN-INT,8,8,0,0,0,0,1,NEW
"(5,10)",290,DESIGN-INT,9,8,0,0,0,0,1,NEW
"(5,10)",291,DESIGN-INT,2,2,0,0,0,0,1,NEW
